Current_Loan_Amount,Term,Credit_Score,Annual_Income,Years_in_current_job,Home_Ownership,Purpose,Monthly_Debt,Years_of_Credit_History,Months_since_last_delinquent,Number_of_Open_Accounts,Number_of_Credit_Problems,Current_Credit_Balance,Maximum_Open_Credit,Bankruptcies,Tax_Liens,ID,loan_default
330792,Long Term,733,1885522,10+ years,Home Mortgage,Debt Consolidation,20897.72,31.4,NA,13,1,138130,443058,1,0,8090,0
99999999,Short Term,748,1576411,5 years,Rent,Debt Consolidation,26404.68,15,NA,15,0,310118,712492,0,0,8100,0
79530,Short Term,691,953990,7 years,Rent,Debt Consolidation,27029.78,19,42,10,0,371906,563640,0,0,8140,0
262988,Short Term,7210,794960,3 years,Rent,Debt Consolidation,18880.49,15.4,81,6,0,30267,87626,0,0,8150,1
146366,Short Term,724,816753,4 years,Rent,Other,13864.3,12.8,NA,12,0,168454,263560,0,0,8200,0
769230,Long Term,691,2799707,< 1 year,Home Mortgage,Debt Consolidation,63459.81,17,NA,18,0,633536,1047926,0,0,8270,0
259028,Long Term,698,2469753,1 year,Home Mortgage,Debt Consolidation,22227.72,8.4,68,10,0,250705,468204,0,0,8300,0
174438,Short Term,,,10+ years,Home Mortgage,other,9476.63,17,NA,5,0,84265,109032,0,0,8320,1
222420,Short Term,712,2723840,5 years,Home Mortgage,Home Improvements,42446.57,18.3,68,17,0,563920,814176,0,0,8350,0
145552,Short Term,,,5 years,Home Mortgage,Debt Consolidation,10970.22,23,NA,17,0,194959,832964,0,0,8530,0
99999999,Short Term,716,4379215,< 1 year,Home Mortgage,Home Improvements,32114.18,26.1,5,19,0,1959071,6164114,0,0,8540,0
218614,Short Term,,,3 years,Home Mortgage,Debt Consolidation,11894.57,12.7,NA,9,0,64619,135564,0,0,8550,0
171644,Short Term,,,8 years,Home Mortgage,Debt Consolidation,17454.35,10,35,11,0,152551,500368,0,0,8630,0
195206,Short Term,750,1015588,4 years,Home Mortgage,Debt Consolidation,12830.13,15.4,NA,9,0,236170,836286,0,0,8640,0
467632,Long Term,726,1148436,10+ years,Own Home,Debt Consolidation,9857.39,16.4,5,8,0,226708,418660,0,0,8660,1
221826,Short Term,,,7 years,Home Mortgage,Debt Consolidation,15042.11,21.2,55,13,0,224808,321772,0,0,8670,0
447920,Short Term,683,1005784,6 years,Home Mortgage,Debt Consolidation,7870.18,15.1,NA,10,0,230888,286528,0,0,8740,0
106106,Short Term,719,954579,3 years,Own Home,Debt Consolidation,4598,10.8,NA,9,1,117344,358468,1,0,8790,0
302764,Short Term,738,1531514,3 years,Rent,major_purchase,13400.7,11,44,18,0,201704,463430,0,0,8820,0
216018,Short Term,736,1212656,2 years,Rent,Debt Consolidation,2647.65,21.6,NA,6,0,76114,345620,0,0,8840,0
132022,Long Term,695,665076,5 years,Rent,major_purchase,6983.26,23,NA,5,0,286634,563486,0,0,8850,0
138160,Short Term,728,691828,10+ years,Home Mortgage,Debt Consolidation,13548.14,20.6,68,8,0,72200,179014,0,0,8880,1
331188,Long Term,641,1525472,< 1 year,Rent,Debt Consolidation,17924.22,28.9,51,12,0,208506,253858,0,0,8920,1
485782,Short Term,,,10+ years,Home Mortgage,Debt Consolidation,21325.41,12.7,NA,8,0,423339,634128,0,0,9010,0
192214,Short Term,7460,1131792,10+ years,Home Mortgage,Debt Consolidation,16127.96,17.8,23,13,0,250268,1038708,0,0,9030,1
614108,Long Term,682,1444722,7 years,Rent,Debt Consolidation,39489.03,14.2,NA,14,0,343425,649770,0,0,9070,0
214896,Short Term,726,2301337,1 year,Home Mortgage,Home Improvements,20328.48,14.8,NA,18,1,190779,563508,1,0,9080,0
75328,Long Term,,,< 1 year,Own Home,major_purchase,3401.95,22.7,NA,9,0,56772,792000,0,0,9110,0
266882,Short Term,698,1382915,10+ years,Rent,Debt Consolidation,21976.73,22.5,34,10,0,257678,336006,0,0,9120,1
225126,Short Term,719,1788736,7 years,Home Mortgage,Buy House,15055.03,19.3,61,21,0,329593,529320,0,0,9140,0
155452,Short Term,743,1726074,10+ years,Home Mortgage,Debt Consolidation,36822.95,23,36,24,0,216999,370612,0,0,9170,0
117084,Short Term,,,10+ years,Rent,Debt Consolidation,12386.1,17.1,NA,5,1,10184,92070,1,0,9190,0
519244,Long Term,,,8 years,Home Mortgage,Debt Consolidation,20140.57,20,48,8,1,414238,811580,1,0,9210,1
99704,Short Term,,,n/a,Rent,Debt Consolidation,3333.93,18.5,NA,6,1,98211,190476,1,0,9240,1
151096,Short Term,747,1134642,9 years,Rent,Debt Consolidation,18437.98,16.5,NA,8,1,101004,622072,1,0,9290,0
171644,Short Term,748,1111728,10+ years,Rent,Debt Consolidation,26959.48,17.2,36,10,0,183844,716738,0,0,9320,1
616484,Long Term,,,10+ years,Home Mortgage,Debt Consolidation,22659.78,20.6,NA,10,0,407474,587554,0,0,9370,0
522610,Short Term,728,1067515,< 1 year,Home Mortgage,Debt Consolidation,24997.54,30,NA,15,0,759373,953656,0,0,9390,0
349360,Short Term,,,2 years,Rent,Debt Consolidation,17254.66,19.9,NA,17,0,497135,650452,0,0,9430,1
391248,Long Term,669,1392719,10+ years,Home Mortgage,Home Improvements,33773.26,14.9,NA,18,0,336775,432784,0,0,9500,1
333608,Short Term,,,10+ years,Home Mortgage,Debt Consolidation,9243.5,14.6,NA,9,0,135394,875798,0,0,9530,0
264616,Long Term,731,1333059,10+ years,Home Mortgage,Debt Consolidation,23995.1,24,NA,8,0,289864,509300,0,0,9540,1
99999999,Short Term,749,677635,2 years,Home Mortgage,Debt Consolidation,16302.95,20.1,NA,8,0,205428,376948,0,0,9550,0
549516,Short Term,,,3 years,Home Mortgage,Debt Consolidation,30016.77,22.3,69,10,0,481232,1061390,0,0,9560,0
43824,Short Term,720,408709,n/a,Home Mortgage,Home Improvements,8106.16,26,9,7,0,227278,359502,0,0,9620,0
327096,Short Term,735,903982,2 years,Home Mortgage,Debt Consolidation,25612.57,17.9,NA,17,2,178524,410124,1,1,9660,0
92642,Long Term,689,571539,2 years,Rent,Home Improvements,5924.96,12.1,10,6,0,26961,90464,0,0,9750,0
214874,Long Term,731,1540254,10+ years,Rent,Debt Consolidation,19766.65,13.5,2,10,0,155477,346214,0,0,9760,0
372196,Long Term,665,1243645,5 years,Home Mortgage,Debt Consolidation,10778.13,16,NA,6,0,147269,212608,0,0,9770,0
562826,Long Term,699,1060884,10+ years,Home Mortgage,Debt Consolidation,25107.74,21.4,14,12,0,442757,845988,0,0,9930,1
218284,Long Term,7210,1319626,10+ years,Rent,Debt Consolidation,13086.44,14.6,NA,4,0,436012,873444,0,0,9970,1
387310,Long Term,708,1368418,10+ years,Rent,Debt Consolidation,14368.37,22.9,24,3,0,234422,380688,0,0,9980,0
268928,Long Term,,,5 years,Own Home,Debt Consolidation,16369.83,25,88,14,0,253688,551122,0,0,10030,0
346258,Short Term,742,1626058,10+ years,Home Mortgage,Debt Consolidation,4634.29,15,74,8,0,307724,525514,0,0,10150,0
510334,Long Term,718,900239,1 year,Rent,Debt Consolidation,15266.5,23.6,NA,8,0,361665,549582,0,0,10180,0
108834,Short Term,,,< 1 year,Rent,Debt Consolidation,13392.72,16,NA,10,0,224428,315766,0,0,10280,1
351516,Short Term,,,9 years,Home Mortgage,Home Improvements,38737.39,16,NA,26,0,562419,1528736,0,0,10380,0
367796,Short Term,710,1172566,5 years,Home Mortgage,Debt Consolidation,34101.96,11.5,NA,12,0,338352,590018,0,0,10420,1
333168,Long Term,682,1163750,5 years,Home Mortgage,Debt Consolidation,24632.55,8.5,NA,21,0,325109,484484,0,0,10470,0
752840,Short Term,,,4 years,Own Home,Debt Consolidation,39159.95,29.5,37,13,0,746624,979066,0,0,10480,1
667062,Short Term,725,1843513,10+ years,Home Mortgage,Home Improvements,31800.68,18.5,NA,17,0,148200,1372734,0,0,10500,0
225830,Long Term,681,2250360,7 years,Home Mortgage,Debt Consolidation,27004.32,18.9,NA,11,1,270579,417758,1,0,10540,0
40524,Short Term,719,671194,10+ years,Rent,major_purchase,10515.17,11,NA,14,1,380,450296,1,0,10620,0
455400,Short Term,732,1375581,10+ years,Home Mortgage,Debt Consolidation,23384.82,19.7,69,7,0,186352,242198,0,0,10630,0
299420,Long Term,677,836589,7 years,Home Mortgage,Debt Consolidation,6748.42,22.8,39,7,2,99142,204622,2,0,10650,0
451462,Long Term,698,2228016,10+ years,Home Mortgage,Debt Consolidation,14890.49,13,NA,8,0,333051,494406,0,0,10660,0
533126,Long Term,744,3069488,10+ years,Home Mortgage,Debt Consolidation,27369.69,16.7,NA,11,0,631161,1163734,0,0,10740,0
456918,Short Term,,,10+ years,Home Mortgage,Debt Consolidation,58126.7,13.4,28,11,0,110333,271854,0,0,10750,0
104390,Short Term,739,1059497,10+ years,Home Mortgage,Debt Consolidation,3920.08,39.4,NA,4,1,25536,42856,1,0,10770,0
683848,Long Term,,,< 1 year,Rent,Debt Consolidation,31104.9,13.2,71,28,0,791407,1905134,0,0,10820,1
439692,Short Term,744,2278404,6 years,Home Mortgage,Debt Consolidation,26201.57,30.5,20,15,0,565307,1228084,0,0,10870,0
99999999,Short Term,741,716718,< 1 year,Home Mortgage,Debt Consolidation,14573,11.6,NA,7,0,115178,322916,0,0,10900,0
420684,Long Term,,,n/a,Home Mortgage,Debt Consolidation,9391.89,17.5,NA,7,1,161310,415976,1,0,10980,0
525910,Long Term,,,10+ years,Rent,Debt Consolidation,26756.37,20.6,NA,11,0,480567,877690,0,0,11040,1
467126,Short Term,737,3487640,7 years,Rent,Debt Consolidation,24064.64,22.1,NA,11,0,890302,1285394,0,0,11050,0
121572,Short Term,710,1349798,6 years,Rent,Buy a Car,20809.56,9.1,NA,17,0,206986,544698,0,0,11190,0
269324,Short Term,,,10+ years,Home Mortgage,Debt Consolidation,45745.73,25.8,30,13,0,563958,1329944,0,0,11210,0
214698,Short Term,743,1446280,10+ years,Own Home,Debt Consolidation,9666.06,21,54,9,1,210577,315436,1,0,11260,0
445940,Long Term,6530,1116877,4 years,Rent,Debt Consolidation,27549.62,28.8,12,17,0,239818,793386,0,0,11280,1
99999999,Short Term,744,3387510,7 years,Home Mortgage,Debt Consolidation,32745.93,16,NA,12,0,377758,669834,0,0,11290,0
335192,Short Term,702,2508779,1 year,Rent,Debt Consolidation,14446.27,16.8,63,8,0,317642,511544,0,0,11340,0
172348,Short Term,719,753692,3 years,Rent,Debt Consolidation,8102.17,14.1,34,5,0,74100,135344,0,0,11350,0
440000,Short Term,680,1425000,< 1 year,Rent,Debt Consolidation,6234.47,8.8,NA,7,0,361703,594066,0,0,11400,0
133034,Short Term,,,< 1 year,Rent,Buy a Car,14541.08,12.4,NA,9,0,576840,905036,0,0,11410,0
556160,Long Term,708,3266176,< 1 year,Home Mortgage,Debt Consolidation,51034,29.5,NA,8,0,1122254,1353594,0,0,11460,0
249546,Long Term,724,2309184,1 year,Home Mortgage,Debt Consolidation,16279.77,18.8,18,8,0,60743,265430,0,0,11530,0
201146,Short Term,702,778297,9 years,Rent,Debt Consolidation,16279.2,10,NA,14,0,350512,737924,0,0,11540,0
220726,Short Term,,,4 years,Home Mortgage,Business Loan,1120.24,16,18,4,0,0,0,0,0,11550,0
758450,Long Term,723,2245800,10+ years,Own Home,Debt Consolidation,20960.8,18.2,NA,7,0,641725,762872,0,0,11560,0
178860,Short Term,704,1062043,4 years,Rent,Debt Consolidation,13983.43,7,NA,6,0,145730,268268,0,0,11590,1
171820,Short Term,742,797639,7 years,Rent,Debt Consolidation,14025.04,11.9,NA,12,0,173660,305118,0,0,11630,0
536602,Short Term,,,< 1 year,Rent,Other,10057.08,5.4,NA,8,0,50388,136290,0,0,11640,0
778316,Long Term,7090,2016546,7 years,Home Mortgage,Debt Consolidation,52262.16,22.5,NA,28,0,1009375,2557412,0,0,11660,1
184690,Short Term,736,945535,4 years,Rent,Debt Consolidation,8903.97,16.1,46,7,0,57038,293546,0,0,11670,1
60962,Short Term,746,285893,n/a,Home Mortgage,other,5396.38,10.4,NA,5,0,144818,574222,0,0,11730,1
225126,Short Term,720,731044,9 years,Rent,Debt Consolidation,7188.46,19.4,15,10,1,200013,238744,1,0,11760,0
296274,Short Term,725,583737,8 years,Rent,Debt Consolidation,13815.09,23.2,NA,16,0,436943,869308,0,0,11780,0
129844,Short Term,735,2990144,10+ years,Home Mortgage,other,33888.21,28.9,16,9,0,391400,538868,0,0,11840,0
485408,Short Term,721,3601412,4 years,Rent,Medical Bills,24789.68,15.2,NA,3,0,296609,364210,0,0,11890,1
605836,Short Term,746,1950863,10+ years,Home Mortgage,Debt Consolidation,39505.18,14,NA,10,0,972154,1437612,0,0,11940,0
223168,Long Term,705,1252784,7 years,Home Mortgage,Medical Bills,20566.55,17.8,29,26,0,236379,918434,0,0,11960,0
99999999,Short Term,741,1652316,2 years,Rent,Debt Consolidation,29879.21,13.7,NA,14,0,286520,713482,0,0,11980,0
99999999,Short Term,744,2009573,10+ years,Rent,Debt Consolidation,4471.46,19,57,3,0,136800,477114,0,0,11990,0
343552,Short Term,,,6 years,Home Mortgage,Debt Consolidation,12334.23,18,41,7,0,160550,242704,0,0,12000,0
251614,Short Term,,,10+ years,Rent,Debt Consolidation,5009.73,14,63,6,0,237424,356554,0,0,12050,0
412060,Long Term,,,10+ years,Home Mortgage,Debt Consolidation,15418.5,25.5,NA,11,1,270883,472384,1,0,12060,1
67276,Short Term,,,< 1 year,Rent,other,402.8,17.1,46,16,0,16283,38104,0,0,12080,0
232760,Short Term,725,654493,10+ years,Home Mortgage,Debt Consolidation,13526.1,20.8,51,17,0,359195,938828,0,0,12100,1
176528,Short Term,702,1010021,3 years,Home Mortgage,Debt Consolidation,4957.48,18.3,NA,8,0,68096,463782,0,0,12110,0
338162,Short Term,695,753692,6 years,Rent,Debt Consolidation,21040.6,19.2,NA,14,0,524533,654478,0,0,12120,0
486002,Long Term,688,1217957,< 1 year,Rent,Debt Consolidation,24866.63,18,NA,12,0,511917,614240,0,0,12130,0
311960,Long Term,702,1393517,10+ years,Home Mortgage,Debt Consolidation,8779.14,13.5,58,14,0,115349,344212,0,0,12150,0
638660,Long Term,656,1226032,7 years,Home Mortgage,Debt Consolidation,26053.37,20.2,49,10,0,547143,1151876,0,0,12180,0
548174,Short Term,663,3467557,6 years,Own Home,Debt Consolidation,24272.88,14,39,14,0,222300,503734,0,0,12190,0
255662,Short Term,724,763040,3 years,Rent,Debt Consolidation,14561.22,12.5,NA,13,0,273714,395208,0,0,12240,0
99999999,Short Term,744,1107396,3 years,Home Mortgage,Debt Consolidation,7714.95,10.4,26,6,1,101878,165924,1,0,12250,0
467324,Long Term,723,1326086,10+ years,Home Mortgage,Debt Consolidation,12266.21,14.4,NA,7,0,410761,750178,0,0,12260,0
80234,Short Term,730,461928,< 1 year,Rent,Debt Consolidation,7660.23,8,NA,12,0,47994,66880,0,0,12270,1
355124,Long Term,701,1533528,5 years,Rent,Debt Consolidation,22747.37,14.1,53,16,1,215308,951544,1,0,12300,0
443960,Long Term,638,3163215,4 years,Home Mortgage,other,67218.39,15.5,8,17,0,120726,170874,0,0,12360,0
128986,Short Term,747,1142622,< 1 year,Own Home,Debt Consolidation,16472.81,11.4,NA,10,0,28994,107910,0,0,12370,1
99999999,Short Term,747,2157906,4 years,Home Mortgage,Other,11149.2,36,74,18,0,257526,1192730,0,0,12410,0
334290,Short Term,,,< 1 year,Rent,Other,10826.39,15.4,NA,12,0,0,0,0,0,12430,0
661188,Long Term,690,5139234,10+ years,Rent,Buy House,31434.93,29.3,3,16,0,275424,791362,0,0,12450,0
51414,Short Term,744,386118,4 years,Rent,Debt Consolidation,6885.79,28.8,29,7,0,27360,94006,0,0,12480,0
263714,Long Term,717,4744775,8 years,Home Mortgage,Debt Consolidation,72357.89,34.5,55,10,0,594738,760078,0,0,12490,0
327294,Short Term,738,1224873,2 years,Home Mortgage,Home Improvements,19189.62,11.3,NA,8,0,127775,294734,0,0,12500,0
99999999,Short Term,738,1147524,< 1 year,Home Mortgage,Debt Consolidation,27731.83,11.4,3,16,0,143488,433752,0,0,12530,0
186362,Short Term,708,492328,< 1 year,Own Home,Debt Consolidation,8492.62,17.3,NA,8,0,221255,326766,0,0,12570,1
35816,Short Term,720,1198501,1 year,Rent,other,20074.83,13.5,NA,13,0,413098,501380,0,0,12590,0
99999999,Short Term,657,929518,9 years,Rent,Debt Consolidation,12548.55,16.9,NA,18,0,263549,521642,0,0,12600,0
693660,Long Term,673,2957863,10+ years,Home Mortgage,Debt Consolidation,55460.05,21.3,37,22,0,350151,630542,0,0,12610,0
107360,Short Term,,,n/a,Own Home,Home Improvements,8793.58,16.7,NA,12,0,94943,488576,0,0,12650,1
386408,Long Term,709,1019711,6 years,Rent,Debt Consolidation,19289.56,23.5,72,8,2,429419,798116,0,0,12670,1
313456,Short Term,710,932482,10+ years,Home Mortgage,Debt Consolidation,20980.75,17.9,34,7,0,527554,725494,0,0,12710,0
445192,Long Term,707,1230345,10+ years,Home Mortgage,Debt Consolidation,18250.07,21.2,NA,20,0,226879,788898,0,0,12750,0
219758,Short Term,708,873031,2 years,Home Mortgage,Debt Consolidation,17751.7,19.2,23,8,0,76114,98912,0,0,12770,0
66484,Short Term,,,n/a,Rent,Debt Consolidation,2795.28,29.1,37,11,1,81529,166188,1,0,12810,0
270226,Long Term,,,10+ years,Home Mortgage,Debt Consolidation,26717.23,33.5,22,11,0,635398,913946,0,0,12860,0
173712,Short Term,723,656355,3 years,Rent,Debt Consolidation,11978.55,12.5,27,9,0,124051,271524,0,0,12870,0
538450,Long Term,692,1860100,9 years,Home Mortgage,Debt Consolidation,34876.97,14.4,28,13,0,222490,417538,0,0,12900,0
155078,Short Term,745,1626305,n/a,Home Mortgage,Debt Consolidation,30357.82,28.2,NA,11,1,98496,349844,1,0,12920,0
198484,Short Term,743,952280,8 years,Home Mortgage,Debt Consolidation,15633.2,17,18,15,0,277856,744744,0,0,12930,0
120472,Short Term,711,677502,< 1 year,Own Home,Debt Consolidation,8638.16,8.1,37,19,0,146699,206162,0,0,12940,0
40524,Short Term,,,2 years,Rent,Debt Consolidation,6611.24,11,3,6,0,14478,40524,0,0,12950,0
207636,Short Term,738,933945,4 years,Home Mortgage,Debt Consolidation,2015.9,14.2,72,8,0,106666,307208,0,0,12960,1
173118,Short Term,714,672790,4 years,Rent,Debt Consolidation,17604.45,10,NA,6,0,129010,183964,0,0,12970,0
429264,Short Term,715,704387,4 years,Rent,Debt Consolidation,9391.89,13,16,12,0,26809,229900,0,0,13060,0
256454,Long Term,707,1045627,10+ years,Home Mortgage,Debt Consolidation,29800.36,19.5,35,18,0,347225,825572,0,0,13090,0
306130,Long Term,714,1605158,< 1 year,Own Home,Debt Consolidation,18191.55,13.5,18,15,0,271757,590370,0,0,13110,0
266860,Short Term,,,< 1 year,Home Mortgage,Debt Consolidation,29336,10,17,21,0,119966,583682,0,0,13120,0
718498,Short Term,,,2 years,Rent,Debt Consolidation,30122.22,20.4,67,13,0,436164,890714,0,0,13220,1
310948,Long Term,,,10+ years,Rent,Debt Consolidation,12634.81,10.3,NA,12,0,183445,495110,0,0,13290,0
212058,Short Term,690,763116,3 years,Rent,other,7313.1,6.8,NA,10,0,142861,386474,0,0,13310,1
543466,Short Term,748,1163978,10+ years,Home Mortgage,Debt Consolidation,10572.93,25,NA,9,0,197657,908182,0,0,13390,0
171776,Short Term,,,< 1 year,Rent,Debt Consolidation,9462,6.6,NA,5,0,101270,210518,0,0,13410,0
99999999,Short Term,738,2228586,< 1 year,Home Mortgage,Other,15804.39,19.6,NA,11,0,168207,740542,0,0,13430,0
670758,Long Term,665,2124067,n/a,Home Mortgage,other,34693.24,15,49,8,0,68989,272668,0,0,13520,0
398222,Short Term,719,1108175,10+ years,Rent,Debt Consolidation,22440.52,31,22,20,0,478154,1006654,0,0,13550,0
308858,Long Term,733,1095559,10+ years,Home Mortgage,Debt Consolidation,11868.54,16,NA,4,0,1995,289564,0,0,13580,1
718916,Long Term,697,2522364,< 1 year,Own Home,Debt Consolidation,8092.48,10.6,NA,8,0,87115,478082,0,0,13600,1
108856,Short Term,672,1692045,2 years,Rent,other,23688.63,6,17,13,1,83600,509498,1,0,13710,0
505912,Short Term,747,1238952,10+ years,Home Mortgage,Debt Consolidation,13835.04,21.9,NA,26,0,674785,1676642,0,0,13780,0
99999999,Short Term,720,2003854,4 years,Rent,other,14294.27,22.6,NA,9,1,137446,254232,1,0,13800,0
99999999,Long Term,726,1465774,5 years,Home Mortgage,Debt Consolidation,38843.22,22.6,5,17,0,634847,1904386,0,0,13810,0
99999999,Short Term,745,1435127,10+ years,Home Mortgage,Other,30017.91,17.5,45,12,0,162070,461098,0,0,13840,0
99999999,Short Term,651,3244535,8 years,Home Mortgage,Business Loan,15925.23,7.4,NA,6,2,40622,199276,1,0,13850,0
444840,Long Term,728,916275,5 years,Home Mortgage,Debt Consolidation,10995.3,7.8,NA,8,0,354692,613910,0,0,13890,0
371272,Long Term,681,890929,3 years,Rent,Debt Consolidation,18858.07,9.9,NA,7,0,356307,541420,0,0,13910,0
167772,Short Term,719,835943,6 years,Own Home,Take a Trip,11981.78,26.1,NA,6,1,45239,131274,1,0,14060,0
178486,Short Term,,,5 years,Rent,Debt Consolidation,6224.59,15,NA,7,0,161500,229724,0,0,14080,0
120164,Short Term,737,741228,1 year,Own Home,Debt Consolidation,7288.59,11.9,NA,19,0,196213,584078,0,0,14090,0
411730,Long Term,725,2621164,3 years,Rent,Debt Consolidation,18020.55,16,NA,3,0,117762,592856,0,0,14180,0
334400,Short Term,735,1058908,8 years,Home Mortgage,Debt Consolidation,20295.61,19.3,NA,14,1,256348,463804,1,0,14280,0
24684,Short Term,724,697547,10+ years,Home Mortgage,Debt Consolidation,18310.49,13.3,NA,6,0,31445,246026,0,0,14340,0
207680,Short Term,733,529511,n/a,Home Mortgage,Debt Consolidation,7589.74,14.5,NA,9,0,113316,390522,0,0,14350,1
548790,Long Term,686,2972189,10+ years,Home Mortgage,small_business,6885.6,30,41,12,0,21565,402930,0,0,14380,0
185306,Short Term,716,1223771,10+ years,Rent,Debt Consolidation,17948.35,16.1,32,19,0,109896,130768,0,0,14390,1
99999999,Short Term,743,1265134,7 years,Rent,Debt Consolidation,33315.17,14.5,NA,13,0,190152,410036,0,0,14400,0
729542,Short Term,734,2044438,< 1 year,Own Home,Debt Consolidation,57414.77,10,NA,12,0,811243,1369302,0,0,14430,0
287034,Short Term,,,1 year,Rent,Debt Consolidation,16331.83,6.9,NA,5,0,272403,830060,0,0,14440,0
99999999,Short Term,730,857489,10+ years,Rent,Debt Consolidation,3265.53,20.1,22,15,0,112575,413798,0,0,14470,0
177144,Short Term,,,5 years,Own Home,Debt Consolidation,9437.49,6.7,NA,6,0,155268,256828,0,0,14530,1
432168,Long Term,714,2090114,2 years,Home Mortgage,Debt Consolidation,18114.41,18.7,18,10,0,154508,378202,0,0,14570,0
335258,Short Term,737,1534516,3 years,Rent,Business Loan,25319.59,13.5,NA,6,0,269211,551694,0,0,14620,1
786104,Long Term,701,2715594,3 years,Home Mortgage,Debt Consolidation,52501.56,38,NA,23,0,1762725,3836580,0,0,14650,0
99999999,Short Term,718,853898,10+ years,Home Mortgage,Home Improvements,12381.35,13.4,NA,10,1,122227,375408,0,0,14700,0
194722,Short Term,718,1643481,n/a,Rent,Debt Consolidation,18215.3,19.9,NA,6,0,775637,1228612,0,0,14710,0
328152,Short Term,699,944680,6 years,Rent,Debt Consolidation,18027.77,15.6,71,16,0,301169,385308,0,0,14720,0
99999999,Long Term,738,1678878,< 1 year,Home Mortgage,Debt Consolidation,17908.07,22,41,7,0,93879,216128,0,0,14910,0
